typing_wpm,typing_accuracy,typing_errors,typing_backspaces,typing_error_rate,typing_correction_rate,attention_hits,attention_false_clicks,attention_misses,attention_reaction_time,attention_accuracy,attention_score,attention_impulsivity_rate,attention_miss_rate,reading_speed,reading_comprehension,reading_correct_answers,reading_efficiency,risk_label,dominant_issue
15.1,44.28,13,14,0.8667,0.9333,5,5,11,1055.43,43.47,33.51,0.4545,0.6471,105.04,32.54,2,34.18,high,attention_issue
54.98,93.38,4,6,0.0741,0.1111,22,1,2,392.87,86.96,79.73,0.0417,0.08,179.7,81.82,5,147.04,low,balanced
8.33,52.66,12,13,1.2,1.3,7,7,9,852.83,31.07,29.66,0.4667,0.5294,66.29,34.17,2,22.65,high,attention_issue
56.86,97.56,1,3,0.0179,0.0536,20,0,1,395.52,86.43,94.17,0.0,0.0455,166.0,99.68,4,165.47,low,balanced
30.43,76.11,8,8,0.2667,0.2667,18,2,2,631.4,66.82,66.87,0.0952,0.0952,113.03,60.87,2,68.8,medium,balanced
34.06,85.6,3,6,0.0882,0.1765,20,2,6,582.69,71.81,73.36,0.087,0.2222,142.23,79.44,4,112.98,medium,balanced
56.68,94.75,2,4,0.0357,0.0714,21,1,0,354.01,90.12,99.04,0.0435,0.0,209.33,82.9,4,173.53,low,balanced
20.98,83.76,5,10,0.25,0.5,18,5,6,593.93,73.59,48.89,0.2083,0.24,129.0,76.15,2,98.24,medium,attention_issue
18.14,41.08,10,11,0.5556,0.6111,14,8,12,1168.92,56.69,26.18,0.3478,0.4444,69.74,24.27,1,16.93,high,attention_issue
54.73,94.43,4,0,0.0741,0.0,19,1,0,484.17,94.6,84.2,0.0476,0.0,146.24,98.31,5,143.78,low,balanced
46.61,97.25,4,4,0.087,0.087,19,2,1,331.67,87.57,84.27,0.0909,0.0476,194.16,83.68,5,162.47,low,balanced
53.73,91.34,3,1,0.0566,0.0189,22,0,3,352.81,94.23,85.01,0.0,0.1154,169.92,87.44,4,148.57,low,balanced
64.17,89.27,4,1,0.0625,0.0156,24,1,3,254.5,89.0,96.89,0.0385,0.1071,165.09,90.95,4,150.15,low,balanced
16.45,63.43,11,6,0.6875,0.375,9,7,7,767.33,42.04,49.51,0.4118,0.4118,107.85,35.97,0,38.8,high,attention_issue
15.43,60.81,15,10,1.0,0.6667,5,8,12,1069.5,36.02,33.64,0.5714,0.6667,65.58,51.46,3,33.75,high,attention_issue
35.6,74.71,7,7,0.2,0.2,16,3,4,481.66,67.29,66.54,0.15,0.1905,116.93,64.23,4,75.1,medium,typing_issue
29.52,87.48,4,5,0.1379,0.1724,12,2,7,735.76,83.38,62.41,0.1333,0.35,126.47,63.27,4,80.01,medium,balanced
24.43,61.2,10,16,0.4167,0.6667,6,6,10,1056.23,63.67,46.93,0.4615,0.5882,71.3,53.97,0,38.48,high,attention_issue
65.94,88.62,4,3,0.0615,0.0462,19,1,0,484.98,90.89,78.82,0.0476,0.0,203.79,81.18,5,165.43,low,balanced
21.36,65.06,8,11,0.381,0.5238,9,5,12,835.26,34.31,17.37,0.3333,0.5455,107.27,57.55,3,61.74,high,attention_issue
55.78,95.55,3,4,0.0545,0.0727,21,1,0,359.73,96.38,79.61,0.0435,0.0,160.12,92.35,4,147.86,low,balanced
8.96,58.3,15,7,1.5,0.7,8,10,6,686.33,54.46,40.34,0.5263,0.4,86.72,33.48,0,29.03,high,attention_issue
22.65,52.56,7,17,0.3182,0.7727,12,5,10,930.3,40.41,18.97,0.2778,0.4348,79.99,31.52,0,25.22,high,attention_issue
10.42,55.36,12,7,1.2,0.7,11,7,12,941.55,52.61,37.42,0.3684,0.5,91.2,26.83,0,24.47,high,attention_issue
28.89,76.19,6,8,0.2143,0.2857,17,3,5,689.06,64.48,60.53,0.1429,0.2174,113.31,72.76,2,82.44,medium,balanced
50.9,88.47,0,0,0.0,0.0,18,0,3,390.57,88.02,87.51,0.0,0.1364,148.45,84.5,5,125.45,low,balanced
61.94,95.17,4,3,0.0656,0.0492,24,0,1,403.19,99.14,89.51,0.0,0.0385,167.73,80.63,5,135.24,low,balanced
39.89,83.99,6,5,0.1538,0.1282,19,1,5,551.76,69.07,56.26,0.0476,0.2,110.9,56.71,4,62.9,medium,reading_issue
13.76,65.65,7,6,0.5385,0.4615,6,9,6,667.12,37.88,25.67,0.5625,0.4615,93.06,35.59,3,33.12,high,attention_issue
21.89,70.63,7,5,0.3333,0.2381,17,1,3,494.21,74.99,45.13,0.0526,0.1429,135.93,79.34,2,107.85,medium,attention_issue
54.37,97.98,3,2,0.0556,0.037,21,1,0,464.5,85.62,79.71,0.0435,0.0,165.02,87.63,4,144.62,low,balanced
36.21,95.85,3,3,0.0833,0.0833,25,0,2,310.47,99.75,83.98,0.0,0.0714,193.38,80.85,4,156.36,low,balanced
48.81,89.87,0,2,0.0,0.0417,21,2,2,414.98,85.76,76.01,0.0833,0.0833,181.91,94.7,5,172.26,low,balanced
69.28,89.8,1,1,0.0145,0.0145,21,0,3,315.67,87.32,98.26,0.0,0.12,162.16,94.39,5,153.06,low,balanced
19.66,58.4,10,15,0.5263,0.7895,9,10,6,696.54,43.32,46.54,0.5,0.375,94.11,40.81,3,38.41,high,attention_issue
25.8,81.13,4,3,0.16,0.12,17,1,7,439.27,63.47,67.3,0.0526,0.28,109.9,63.38,3,69.65,medium,balanced
25.08,73.91,8,7,0.32,0.28,18,3,4,516.24,80.71,59.25,0.1364,0.1739,112.11,72.16,4,80.9,medium,typing_issue
11.23,47.12,11,15,1.0,1.3636,13,9,9,840.97,49.45,49.61,0.3913,0.3913,99.21,29.67,1,29.44,high,attention_issue
11.79,59.37,14,9,1.2727,0.8182,13,6,6,782.91,48.01,30.89,0.3,0.3,60.73,37.07,3,22.51,high,attention_issue
24.27,59.6,10,12,0.4167,0.5,13,5,6,1132.57,34.65,34.1,0.2632,0.3,82.22,57.44,3,47.23,high,attention_issue
23.67,75.11,3,6,0.1304,0.2609,17,3,5,496.77,67.63,72.56,0.1429,0.2174,107.01,71.96,4,77.01,medium,balanced
43.62,88.47,1,3,0.0233,0.0698,24,2,1,300.43,99.46,96.09,0.0741,0.0385,208.72,95.5,4,199.33,low,balanced
66.38,88.81,2,1,0.0303,0.0152,21,0,3,464.1,99.88,88.25,0.0,0.12,198.42,88.56,5,175.71,low,balanced
28.66,74.9,5,4,0.1786,0.1429,15,3,4,646.88,68.85,71.5,0.1579,0.2,108.76,71.38,3,77.63,medium,typing_issue
18.86,50.88,7,15,0.3889,0.8333,7,7,9,1197.82,54.96,24.47,0.4667,0.5294,92.03,42.44,3,39.06,high,attention_issue
20.54,67.11,10,10,0.5,0.5,7,8,6,857.74,59.98,27.93,0.5,0.4286,107.23,51.04,2,54.73,high,attention_issue
10.34,68.69,12,11,1.2,1.1,14,8,7,1139.02,55.87,27.26,0.3478,0.3182,87.99,36.1,1,31.77,high,attention_issue
41.46,95.93,0,3,0.0,0.0732,21,0,3,276.02,96.82,75.59,0.0,0.12,205.98,90.86,4,187.14,low,balanced
11.53,56.84,11,6,1.0,0.5455,14,6,8,665.33,35.45,37.86,0.2857,0.3478,84.14,45.13,1,37.97,high,attention_issue
38.99,95.91,4,3,0.1053,0.0789,25,1,0,422.85,95.1,96.57,0.037,0.0,155.9,94.47,5,147.29,low,balanced
41.83,93.52,4,3,0.0976,0.0732,25,1,2,486.68,91.31,76.57,0.037,0.0714,178.58,80.98,4,144.62,low,balanced
40.77,96.24,3,6,0.075,0.15,23,0,3,435.7,86.1,82.55,0.0,0.1111,176.42,99.84,5,176.15,low,balanced
69.84,89.24,4,5,0.058,0.0725,21,2,3,406.15,95.8,80.67,0.0833,0.12,155.68,92.21,4,143.56,low,balanced
48.83,97.94,0,1,0.0,0.0208,21,0,1,343.62,91.54,92.51,0.0,0.0435,164.33,83.6,5,137.38,low,balanced
38.87,87.61,4,5,0.1053,0.1316,16,4,7,610.94,80.58,62.3,0.1905,0.2917,140.57,61.36,2,86.25,medium,balanced
39.27,92.06,1,1,0.0256,0.0256,23,2,0,416.62,93.0,92.97,0.0769,0.0,192.39,97.96,5,188.46,low,balanced
10.51,65.06,12,10,1.2,1.0,5,8,7,776.59,36.68,32.43,0.5714,0.5385,62.85,25.6,0,16.09,high,attention_issue
15.63,64.77,10,14,0.6667,0.9333,11,9,12,1048.87,51.63,44.96,0.4286,0.5,74.58,52.45,1,39.12,high,attention_issue
8.31,44.59,12,13,1.2,1.3,12,4,9,944.0,45.97,35.45,0.2353,0.4091,94.63,57.49,2,54.41,high,attention_issue
48.85,88.32,2,3,0.0417,0.0625,19,1,2,277.73,95.2,94.14,0.0476,0.0909,180.73,86.17,5,155.74,low,balanced
22.36,71.44,3,8,0.1364,0.3636,19,1,7,563.6,64.5,46.31,0.0476,0.2593,144.39,70.32,2,101.53,medium,attention_issue
42.62,95.68,1,4,0.0238,0.0952,19,1,3,458.53,88.57,77.63,0.0476,0.1304,180.96,83.49,5,151.09,low,balanced
22.26,69.55,14,7,0.6364,0.3182,10,9,8,1198.63,55.23,46.46,0.45,0.4211,105.02,54.03,1,56.74,high,attention_issue
21.2,86.45,7,3,0.3333,0.1429,12,3,4,464.2,79.95,62.59,0.1875,0.2353,117.31,79.09,2,92.78,medium,balanced
19.08,61.47,8,18,0.4211,0.9474,8,7,10,1012.02,42.5,26.53,0.4375,0.5263,86.22,25.09,1,21.64,high,attention_issue
37.11,98.24,0,1,0.0,0.027,24,2,0,325.0,96.57,81.0,0.0741,0.0,200.25,94.65,5,189.55,low,balanced
52.24,95.11,3,2,0.0577,0.0385,22,0,0,261.93,97.29,88.4,0.0,0.0,201.6,87.78,5,176.96,low,balanced
33.43,85.12,3,3,0.0909,0.0909,15,1,3,446.25,65.27,74.49,0.0588,0.1579,147.43,59.27,3,87.38,medium,reading_issue
24.42,78.09,5,6,0.2083,0.25,14,4,7,491.42,79.81,65.73,0.2105,0.3182,116.68,71.6,3,83.53,medium,balanced
37.65,92.33,3,1,0.0811,0.027,18,2,0,403.15,89.99,97.91,0.0952,0.0,192.86,89.3,5,172.21,low,balanced
13.47,42.92,7,7,0.5385,0.5385,11,7,12,1152.63,42.8,38.41,0.3684,0.5,92.51,42.21,3,39.05,high,attention_issue
33.24,75.97,7,9,0.2121,0.2727,20,2,7,697.75,82.83,66.99,0.087,0.25,123.1,69.98,4,86.15,medium,balanced
45.7,90.52,2,6,0.0444,0.1333,22,0,1,379.57,91.92,99.8,0.0,0.0417,164.51,96.29,4,158.39,low,balanced
56.63,97.24,4,4,0.0714,0.0714,20,0,3,321.11,98.85,85.84,0.0,0.125,214.59,88.57,4,190.07,low,balanced
65.0,94.6,3,2,0.0462,0.0308,21,2,2,284.43,86.75,92.89,0.0833,0.0833,142.56,84.91,4,121.05,low,balanced
29.04,74.45,6,5,0.2069,0.1724,18,1,7,438.71,61.23,74.95,0.05,0.2692,136.23,66.91,2,91.15,medium,typing_issue
61.0,92.41,4,0,0.0656,0.0,25,2,0,399.1,89.13,80.83,0.0714,0.0,216.13,87.05,5,188.13,low,balanced
32.84,80.24,6,8,0.1875,0.25,20,5,7,597.39,80.76,71.51,0.1923,0.25,134.24,68.89,3,92.48,medium,balanced
62.78,93.41,3,3,0.0484,0.0484,22,1,3,314.51,86.12,87.13,0.0417,0.1154,177.45,83.56,4,148.28,low,balanced
23.57,80.68,3,4,0.1304,0.1739,14,1,2,608.65,81.97,48.41,0.0625,0.1176,147.59,59.72,2,88.14,medium,attention_issue
58.07,88.24,1,2,0.0172,0.0345,21,1,3,352.23,91.14,86.69,0.0435,0.12,193.95,82.97,5,160.92,low,balanced
30.47,85.71,5,9,0.1667,0.3,13,5,5,662.61,67.74,73.0,0.2632,0.2632,135.97,79.03,3,107.45,medium,balanced
18.48,56.0,13,14,0.7222,0.7778,5,9,10,995.04,32.59,32.18,0.6,0.625,84.19,51.34,1,43.22,high,attention_issue
12.85,41.55,7,13,0.5833,1.0833,8,4,10,941.78,54.46,47.41,0.3077,0.5263,68.4,20.04,0,13.71,high,attention_issue
23.69,71.75,3,5,0.1304,0.2174,15,1,5,610.87,73.91,72.97,0.0588,0.2381,119.49,57.46,4,68.67,medium,reading_issue
50.77,91.46,3,5,0.06,0.1,24,2,2,419.85,99.13,99.04,0.0741,0.0741,155.14,88.53,4,137.34,low,balanced
24.54,45.75,13,6,0.5417,0.25,10,8,11,1101.92,46.02,48.84,0.4211,0.5,70.89,57.82,3,40.99,high,attention_issue
28.38,86.36,7,3,0.25,0.1071,19,1,5,574.45,61.94,67.92,0.0476,0.2,139.99,60.54,4,84.76,medium,balanced
33.48,82.55,3,4,0.0909,0.1212,14,3,3,404.19,83.28,45.55,0.1667,0.1667,138.26,69.45,2,96.02,medium,attention_issue
28.31,75.11,8,9,0.2857,0.3214,15,5,4,498.27,83.24,50.38,0.2381,0.2,107.84,68.09,2,73.42,medium,balanced
30.42,70.0,3,4,0.1,0.1333,15,3,7,549.8,77.46,47.89,0.1579,0.3043,141.64,73.43,4,104.01,medium,attention_issue
15.05,61.52,12,13,0.8,0.8667,6,6,9,1012.88,34.0,27.4,0.4615,0.5625,81.68,37.39,2,30.54,high,attention_issue
23.55,82.85,7,8,0.3043,0.3478,17,4,7,564.42,76.25,71.07,0.1818,0.28,116.08,56.05,3,65.07,medium,reading_issue
39.66,85.78,4,9,0.1026,0.2308,13,2,2,609.77,60.84,72.41,0.125,0.125,143.7,55.33,3,79.52,medium,reading_issue
56.84,96.79,2,5,0.0357,0.0893,19,0,1,478.56,89.02,83.56,0.0,0.0476,165.59,83.75,4,138.68,low,balanced
25.26,87.44,5,5,0.2,0.2,19,3,4,462.84,62.18,73.3,0.1304,0.1667,105.46,71.38,3,75.28,medium,balanced
56.26,95.46,0,2,0.0,0.0357,23,0,1,370.76,97.2,97.27,0.0,0.04,219.92,94.81,5,208.5,low,balanced
10.46,66.09,13,17,1.3,1.7,7,7,9,660.69,43.69,15.46,0.4667,0.5294,109.97,52.07,0,57.26,high,attention_issue
47.84,98.33,0,2,0.0,0.0426,19,2,3,370.87,85.95,78.45,0.0909,0.1304,170.35,99.8,4,170.01,low,balanced
33.7,81.8,7,3,0.2121,0.0909,17,1,3,467.69,62.84,57.01,0.0526,0.1429,143.45,66.48,3,95.37,medium,balanced
35.32,78.47,6,6,0.1714,0.1714,18,5,5,747.41,61.78,66.02,0.2083,0.2083,111.14,57.85,4,64.29,medium,reading_issue
63.47,96.25,3,2,0.0476,0.0317,22,2,1,455.6,86.31,94.24,0.08,0.0417,175.18,90.91,4,159.26,low,balanced
29.63,84.1,6,4,0.2069,0.1379,14,5,7,713.62,82.31,50.64,0.25,0.3182,112.89,65.34,2,73.77,medium,balanced
32.88,86.1,7,9,0.2188,0.2812,14,1,5,584.64,75.34,48.08,0.0625,0.25,141.67,74.68,4,105.8,medium,attention_issue
53.92,98.9,0,5,0.0,0.0943,19,2,0,381.34,99.42,85.96,0.0909,0.0,196.63,94.55,5,185.91,low,balanced
11.53,71.83,15,12,1.3636,1.0909,7,9,9,683.82,41.61,46.55,0.5294,0.5294,91.49,30.76,0,28.14,high,attention_issue
32.53,78.6,4,3,0.125,0.0938,15,4,4,583.1,72.51,52.44,0.2,0.2,118.8,71.34,3,84.74,medium,balanced
14.17,44.43,11,8,0.7857,0.5714,9,8,12,1101.86,44.44,18.07,0.4444,0.5455,61.64,26.19,3,16.14,high,attention_issue
21.95,78.21,6,3,0.2857,0.1429,17,1,4,490.92,74.62,50.69,0.0526,0.1818,108.94,66.79,4,72.76,medium,balanced
51.25,88.63,4,3,0.0784,0.0588,24,0,3,468.26,96.64,85.32,0.0,0.1071,142.3,81.53,5,116.02,low,balanced
17.52,54.86,8,11,0.4706,0.6471,10,6,9,1196.58,38.53,40.08,0.3529,0.45,104.34,35.96,3,37.52,high,attention_issue
16.68,64.15,8,17,0.5,1.0625,9,4,11,659.03,31.12,25.51,0.2857,0.5238,86.74,49.26,2,42.73,high,attention_issue
8.08,63.43,15,12,1.5,1.2,13,9,6,1077.15,57.68,30.13,0.3913,0.3,105.17,25.33,1,26.64,high,attention_issue
33.59,84.38,5,10,0.1515,0.303,14,4,6,635.61,78.31,73.57,0.2105,0.2857,115.74,60.28,4,69.77,medium,balanced
35.26,92.19,4,0,0.1143,0.0,25,2,0,261.12,96.35,86.44,0.0714,0.0,157.16,93.5,5,146.93,low,balanced
30.84,83.78,3,5,0.1,0.1667,12,2,3,688.12,62.03,50.24,0.1333,0.1875,118.34,57.15,4,67.63,medium,reading_issue
51.2,92.1,0,2,0.0,0.0392,20,1,3,296.23,86.81,91.28,0.0455,0.125,177.59,98.06,5,174.15,low,balanced
69.18,93.69,2,3,0.029,0.0435,21,0,2,499.86,89.92,98.73,0.0,0.0833,170.04,83.54,4,142.04,low,balanced
19.32,70.79,7,8,0.3684,0.4211,5,8,6,705.18,53.51,15.1,0.5714,0.5,103.76,39.82,1,41.32,high,attention_issue
28.44,85.14,5,10,0.1786,0.3571,13,4,2,627.47,81.27,63.72,0.2222,0.125,128.37,59.06,4,75.81,medium,reading_issue
8.72,51.4,9,7,0.9,0.7,5,9,9,654.66,41.89,16.16,0.6,0.6,87.66,32.69,3,28.65,high,attention_issue
26.1,75.62,4,4,0.1538,0.1538,20,4,7,680.58,60.04,55.92,0.16,0.25,148.18,60.6,3,89.8,medium,balanced
53.5,98.61,3,2,0.0566,0.0377,19,0,1,424.89,97.87,83.61,0.0,0.0476,142.63,97.43,5,138.97,low,balanced
22.66,84.09,3,9,0.1364,0.4091,15,3,3,425.43,63.51,59.34,0.1579,0.1579,145.33,58.23,3,84.62,medium,reading_issue
21.66,80.75,3,8,0.1429,0.381,16,5,3,590.41,82.37,52.11,0.2273,0.15,111.05,70.87,2,78.69,medium,balanced
12.84,51.8,13,13,1.0833,1.0833,12,10,8,929.28,56.48,44.08,0.4348,0.381,68.97,47.81,1,32.97,high,attention_issue
26.3,82.72,5,8,0.1923,0.3077,17,2,6,726.52,84.26,74.6,0.1,0.25,142.46,63.02,2,89.78,medium,balanced
33.77,85.61,8,6,0.2424,0.1818,18,5,3,528.94,61.91,60.33,0.2083,0.1364,125.85,73.38,4,92.35,medium,balanced
32.09,73.18,3,4,0.0938,0.125,15,4,7,522.44,62.83,68.34,0.2,0.3043,112.26,72.46,3,81.34,medium,typing_issue
21.24,43.86,13,8,0.619,0.381,6,4,9,875.81,44.13,22.72,0.3636,0.5625,72.73,28.63,2,20.82,high,attention_issue
14.52,52.35,12,7,0.8571,0.5,5,8,11,941.61,52.82,31.19,0.5714,0.6471,69.79,39.31,0,27.44,high,attention_issue
20.82,87.5,5,7,0.25,0.35,13,4,2,663.71,69.39,66.07,0.2222,0.125,124.91,64.29,3,80.3,medium,balanced
38.97,98.59,0,6,0.0,0.1579,22,2,1,392.73,88.29,96.99,0.08,0.0417,187.94,81.74,5,153.62,low,balanced
19.61,43.87,10,7,0.5263,0.3684,9,6,12,1180.57,40.35,22.82,0.375,0.5455,85.27,21.01,3,17.92,high,attention_issue
13.7,49.69,8,12,0.6154,0.9231,8,9,9,1040.99,30.6,48.14,0.5,0.5,106.13,45.64,3,48.44,high,attention_issue
68.92,96.42,4,1,0.0588,0.0147,22,0,3,411.75,89.31,84.44,0.0,0.1154,151.09,97.14,4,146.77,low,balanced
64.95,97.79,3,6,0.0469,0.0938,20,2,0,342.91,86.83,84.92,0.087,0.0,159.71,95.1,5,151.88,low,balanced
48.2,97.04,2,6,0.0417,0.125,20,1,3,257.88,86.84,92.39,0.0455,0.125,192.64,85.78,5,165.25,low,balanced
64.13,96.67,0,5,0.0,0.0781,23,0,0,308.66,96.86,88.94,0.0,0.0,215.24,86.44,4,186.05,low,balanced
50.22,91.76,0,5,0.0,0.1,23,1,0,439.06,95.28,95.61,0.04,0.0,188.69,87.59,4,165.28,low,balanced
30.89,81.84,6,7,0.2,0.2333,18,4,7,697.17,73.44,73.27,0.1739,0.2692,134.31,71.71,2,96.31,medium,balanced
14.42,54.17,11,9,0.7857,0.6429,7,5,8,995.66,41.6,16.95,0.3846,0.5,86.29,45.73,1,39.46,high,attention_issue
36.27,94.24,0,2,0.0,0.0556,23,1,1,399.2,93.93,85.06,0.04,0.04,208.06,96.58,5,200.94,low,balanced
32.5,77.39,7,6,0.2188,0.1875,14,1,5,572.52,61.49,72.61,0.0625,0.25,101.41,56.76,4,57.56,medium,reading_issue
15.52,52.2,13,11,0.8667,0.7333,7,7,10,684.67,51.89,35.58,0.4667,0.5556,98.67,56.24,1,55.5,high,attention_issue
34.55,72.81,8,5,0.2353,0.1471,20,2,3,480.2,65.11,71.13,0.087,0.125,112.97,56.89,4,64.27,medium,reading_issue
22.61,63.36,9,7,0.4091,0.3182,8,9,12,753.57,41.85,37.54,0.5,0.5714,108.8,31.49,3,34.26,high,attention_issue
38.15,83.03,4,5,0.1053,0.1316,14,2,6,530.08,69.3,67.29,0.1176,0.2857,118.98,67.15,4,79.89,medium,balanced
17.08,65.82,7,6,0.4118,0.3529,13,6,6,1111.66,42.97,35.06,0.3,0.3,92.81,23.26,3,21.59,high,attention_issue
23.06,77.99,6,10,0.2609,0.4348,17,5,7,483.2,63.29,60.06,0.2174,0.28,117.11,60.69,4,71.08,medium,balanced
14.35,70.31,8,9,0.5714,0.6429,10,7,8,671.86,64.49,19.47,0.3889,0.4211,96.96,24.15,0,23.41,high,attention_issue
39.19,70.42,3,6,0.0769,0.1538,19,5,3,480.95,84.12,67.72,0.2,0.1304,126.78,64.17,4,81.36,medium,typing_issue
8.37,48.7,14,14,1.4,1.4,11,10,6,936.92,58.26,20.29,0.4545,0.3333,73.63,26.18,0,19.28,high,attention_issue
34.32,73.4,4,8,0.1176,0.2353,15,5,7,566.83,81.48,45.71,0.2381,0.3043,135.39,74.88,2,101.39,medium,attention_issue
55.07,95.08,2,3,0.0364,0.0545,19,1,3,282.74,95.25,93.05,0.0476,0.1304,218.64,88.53,5,193.56,low,balanced
37.56,89.81,3,5,0.0811,0.1351,22,1,3,294.15,99.4,81.32,0.0417,0.1154,140.8,88.31,5,124.34,low,balanced
9.05,44.0,10,18,1.0,1.8,12,5,10,727.07,54.44,46.25,0.2778,0.4348,102.32,24.6,2,25.17,high,attention_issue
67.54,90.17,3,6,0.0448,0.0896,23,1,1,459.99,99.68,77.55,0.04,0.04,185.03,84.73,5,156.78,low,balanced
44.54,94.3,2,6,0.0455,0.1364,21,0,0,271.96,87.96,83.36,0.0,0.0,144.07,85.83,5,123.65,low,balanced
22.92,75.18,4,4,0.1818,0.1818,15,5,7,555.05,60.86,45.11,0.2381,0.3043,112.63,72.63,3,81.8,medium,attention_issue
40.73,97.79,0,4,0.0,0.1,19,1,3,268.9,96.05,93.86,0.0476,0.1304,140.11,98.53,4,138.06,low,balanced
